"""MTU (CET/CEST)"",""Area"",""Sequence"",""Day-ahead Price (EUR/MWh)"",""Intraday Period (CET/CEST)"",""Intraday Price (EUR/MWh)"""
"23/06/2024 09:00:00 - 23/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""10.48"","""","""""
"23/06/2024 10:00:00 - 23/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""10.36"","""","""""
"23/06/2024 11:00:00 - 23/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""6.69"","""","""""
"23/06/2024 12:00:00 - 23/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""2.61"","""","""""
"23/06/2024 13:00:00 - 23/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""0.49"","""","""""
"23/06/2024 14:00:00 - 23/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""0.09"","""","""""
"23/06/2024 15:00:00 - 23/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""1.74"","""","""""
"23/06/2024 16:00:00 - 23/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""4.99"","""","""""
"23/06/2024 17:00:00 - 23/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""25.73"","""","""""
"23/06/2024 18:00:00 - 23/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""33.64"","""","""""
"23/06/2024 19:00:00 - 23/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""33.77"","""","""""
"23/06/2024 20:00:00 - 23/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""32.98"","""","""""
"23/06/2024 21:00:00 - 23/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""31.91"","""","""""
"23/06/2024 22:00:00 - 23/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""29.14"","""","""""
"23/06/2024 23:00:00 - 24/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""27.10"","""","""""
"24/06/2024 00:00:00 - 24/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""24.54"","""","""""
"24/06/2024 01:00:00 - 24/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""23.32"","""","""""
"24/06/2024 02:00:00 - 24/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""22.19"","""","""""
"24/06/2024 03:00:00 - 24/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""20.59"","""","""""
"24/06/2024 04:00:00 - 24/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""22.19"","""","""""
"24/06/2024 05:00:00 - 24/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""26.81"","""","""""
"24/06/2024 06:00:00 - 24/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""31.95"","""","""""
"24/06/2024 07:00:00 - 24/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""35.27"","""","""""
"24/06/2024 08:00:00 - 24/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""36.31"","""","""""
"24/06/2024 09:00:00 - 24/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""36.86"","""","""""
"24/06/2024 10:00:00 - 24/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""36.80"","""","""""
"24/06/2024 11:00:00 - 24/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""36.51"","""","""""
"24/06/2024 12:00:00 - 24/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""31.81"","""","""""
"24/06/2024 13:00:00 - 24/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""29.96"","""","""""
"24/06/2024 14:00:00 - 24/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""30.93"","""","""""
"24/06/2024 15:00:00 - 24/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""35.65"","""","""""
"24/06/2024 16:00:00 - 24/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""35.70"","""","""""
"24/06/2024 17:00:00 - 24/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""35.72"","""","""""
"24/06/2024 18:00:00 - 24/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""36.26"","""","""""
"24/06/2024 19:00:00 - 24/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""36.19"","""","""""
"24/06/2024 20:00:00 - 24/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""36.13"","""","""""
"24/06/2024 21:00:00 - 24/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""35.80"","""","""""
"24/06/2024 22:00:00 - 24/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""34.99"","""","""""
"24/06/2024 23:00:00 - 25/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""32.10"","""","""""
"25/06/2024 00:00:00 - 25/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""28.83"","""","""""
"25/06/2024 01:00:00 - 25/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""27.67"","""","""""
"25/06/2024 02:00:00 - 25/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""27.19"","""","""""
"25/06/2024 03:00:00 - 25/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""27.30"","""","""""
"25/06/2024 04:00:00 - 25/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""28.17"","""","""""
"25/06/2024 05:00:00 - 25/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""31.02"","""","""""
"25/06/2024 06:00:00 - 25/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""34.36"","""","""""
"25/06/2024 07:00:00 - 25/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""36.45"","""","""""
"25/06/2024 08:00:00 - 25/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""37.27"","""","""""
"25/06/2024 09:00:00 - 25/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""36.77"","""","""""
"25/06/2024 10:00:00 - 25/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""34.26"","""","""""
"25/06/2024 11:00:00 - 25/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""28.38"","""","""""
"25/06/2024 12:00:00 - 25/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""26.10"","""","""""
"25/06/2024 13:00:00 - 25/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""22.08"","""","""""
"25/06/2024 14:00:00 - 25/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""22.77"","""","""""
"25/06/2024 15:00:00 - 25/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""25.95"","""","""""
"25/06/2024 16:00:00 - 25/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""32.96"","""","""""
"25/06/2024 17:00:00 - 25/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""34.52"","""","""""
"25/06/2024 18:00:00 - 25/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""35.42"","""","""""
"25/06/2024 19:00:00 - 25/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""35.34"","""","""""
"25/06/2024 20:00:00 - 25/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""35.03"","""","""""
"25/06/2024 21:00:00 - 25/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""34.18"","""","""""
"25/06/2024 22:00:00 - 25/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""32.94"","""","""""
"25/06/2024 23:00:00 - 26/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""32.84"","""","""""
"26/06/2024 00:00:00 - 26/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""23.65"","""","""""
"26/06/2024 01:00:00 - 26/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""20.51"","""","""""
"26/06/2024 02:00:00 - 26/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""18.72"","""","""""
"26/06/2024 03:00:00 - 26/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""17.32"","""","""""
"26/06/2024 04:00:00 - 26/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""17.66"","""","""""
"26/06/2024 05:00:00 - 26/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""24.29"","""","""""
"26/06/2024 06:00:00 - 26/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""29.10"","""","""""
"26/06/2024 07:00:00 - 26/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""34.00"","""","""""
"26/06/2024 08:00:00 - 26/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""35.55"","""","""""
"26/06/2024 09:00:00 - 26/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""35.14"","""","""""
"26/06/2024 10:00:00 - 26/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""35.31"","""","""""
"26/06/2024 11:00:00 - 26/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""33.60"","""","""""
"26/06/2024 12:00:00 - 26/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""32.90"","""","""""
"26/06/2024 13:00:00 - 26/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""32.64"","""","""""
"26/06/2024 14:00:00 - 26/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""32.57"","""","""""
"26/06/2024 15:00:00 - 26/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""32.65"","""","""""
"26/06/2024 16:00:00 - 26/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""33.07"","""","""""
"26/06/2024 17:00:00 - 26/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""33.66"","""","""""
"26/06/2024 18:00:00 - 26/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""34.93"","""","""""
"26/06/2024 19:00:00 - 26/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""34.96"","""","""""
"26/06/2024 20:00:00 - 26/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""33.79"","""","""""
"26/06/2024 21:00:00 - 26/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""33.70"","""","""""
"26/06/2024 22:00:00 - 26/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""33.00"","""","""""
"26/06/2024 23:00:00 - 27/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""31.56"","""","""""
"27/06/2024 00:00:00 - 27/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""28.41"","""","""""
"27/06/2024 01:00:00 - 27/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""27.06"","""","""""
"27/06/2024 02:00:00 - 27/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""26.00"","""","""""
"27/06/2024 03:00:00 - 27/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""24.92"","""","""""
"27/06/2024 04:00:00 - 27/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""25.80"","""","""""
"27/06/2024 05:00:00 - 27/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""26.56"","""","""""
"27/06/2024 06:00:00 - 27/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""29.23"","""","""""
"27/06/2024 07:00:00 - 27/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""32.91"","""","""""
"27/06/2024 08:00:00 - 27/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""35.16"","""","""""
"27/06/2024 09:00:00 - 27/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""34.79"","""","""""
"27/06/2024 10:00:00 - 27/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""33.71"","""","""""
"27/06/2024 11:00:00 - 27/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""29.46"","""","""""
"27/06/2024 12:00:00 - 27/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""29.71"","""","""""
"27/06/2024 13:00:00 - 27/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""28.94"","""","""""
"27/06/2024 14:00:00 - 27/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""26.84"","""","""""
"27/06/2024 15:00:00 - 27/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""24.99"","""","""""
"27/06/2024 16:00:00 - 27/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""27.04"","""","""""
"27/06/2024 17:00:00 - 27/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""29.23"","""","""""
"27/06/2024 18:00:00 - 27/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""29.30"","""","""""
"27/06/2024 19:00:00 - 27/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""28.07"","""","""""
"27/06/2024 20:00:00 - 27/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""25.34"","""","""""
"27/06/2024 21:00:00 - 27/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""22.32"","""","""""
"27/06/2024 22:00:00 - 27/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""15.09"","""","""""
"27/06/2024 23:00:00 - 28/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""3.51"","""","""""
"28/06/2024 00:00:00 - 28/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""3.20"","""","""""
"28/06/2024 01:00:00 - 28/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""3.04"","""","""""
"28/06/2024 02:00:00 - 28/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""3.01"","""","""""
"28/06/2024 03:00:00 - 28/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""2.91"","""","""""
"28/06/2024 04:00:00 - 28/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""3.03"","""","""""
"28/06/2024 05:00:00 - 28/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""4.43"","""","""""
"28/06/2024 06:00:00 - 28/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""16.95"","""","""""
"28/06/2024 07:00:00 - 28/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""28.01"","""","""""
"28/06/2024 08:00:00 - 28/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""29.47"","""","""""
"28/06/2024 09:00:00 - 28/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""29.20"","""","""""
"28/06/2024 10:00:00 - 28/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""22.09"","""","""""
"28/06/2024 11:00:00 - 28/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""4.39"","""","""""
"28/06/2024 12:00:00 - 28/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""13.10"","""","""""
"28/06/2024 13:00:00 - 28/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""13.36"","""","""""
"28/06/2024 14:00:00 - 28/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""13.49"","""","""""
"28/06/2024 15:00:00 - 28/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""14.09"","""","""""
"28/06/2024 16:00:00 - 28/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""14.07"","""","""""
"28/06/2024 17:00:00 - 28/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""13.70"","""","""""
"28/06/2024 18:00:00 - 28/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""13.76"","""","""""
"28/06/2024 19:00:00 - 28/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""19.17"","""","""""
"28/06/2024 20:00:00 - 28/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""14.10"","""","""""
"28/06/2024 21:00:00 - 28/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""13.09"","""","""""
"28/06/2024 22:00:00 - 28/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""12.36"","""","""""
"28/06/2024 23:00:00 - 29/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""1.91"","""","""""
"29/06/2024 00:00:00 - 29/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""13.69"","""","""""
"29/06/2024 01:00:00 - 29/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""4.33"","""","""""
"29/06/2024 02:00:00 - 29/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""2.48"","""","""""
"29/06/2024 03:00:00 - 29/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""1.68"","""","""""
"29/06/2024 04:00:00 - 29/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""0.00"","""","""""
"29/06/2024 05:00:00 - 29/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""-0.01"","""","""""
"29/06/2024 06:00:00 - 29/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""0.00"","""","""""
"29/06/2024 07:00:00 - 29/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""0.00"","""","""""
"29/06/2024 08:00:00 - 29/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""0.00"","""","""""
"29/06/2024 09:00:00 - 29/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""0.01"","""","""""
"29/06/2024 10:00:00 - 29/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""0.00"","""","""""
"29/06/2024 11:00:00 - 29/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""0.00"","""","""""
"29/06/2024 12:00:00 - 29/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""0.00"","""","""""
"29/06/2024 13:00:00 - 29/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""-0.01"","""","""""
"29/06/2024 14:00:00 - 29/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""-0.02"","""","""""
"29/06/2024 15:00:00 - 29/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""-0.01"","""","""""
"29/06/2024 16:00:00 - 29/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""0.00"","""","""""
"29/06/2024 17:00:00 - 29/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""0.19"","""","""""
"29/06/2024 18:00:00 - 29/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""0.30"","""","""""
"29/06/2024 19:00:00 - 29/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""2.90"","""","""""
"29/06/2024 20:00:00 - 29/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""9.30"","""","""""
"29/06/2024 21:00:00 - 29/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""11.80"","""","""""
"29/06/2024 22:00:00 - 29/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""11.43"","""","""""
"29/06/2024 23:00:00 - 30/06/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""4.99"","""","""""
"30/06/2024 00:00:00 - 30/06/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""19.46"","""","""""
"30/06/2024 01:00:00 - 30/06/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""18.63"","""","""""
"30/06/2024 02:00:00 - 30/06/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""18.54"","""","""""
"30/06/2024 03:00:00 - 30/06/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""19.95"","""","""""
"30/06/2024 04:00:00 - 30/06/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""21.38"","""","""""
"30/06/2024 05:00:00 - 30/06/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""23.93"","""","""""
"30/06/2024 06:00:00 - 30/06/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""26.87"","""","""""
"30/06/2024 07:00:00 - 30/06/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""20.42"","""","""""
"30/06/2024 08:00:00 - 30/06/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""14.64"","""","""""
"30/06/2024 09:00:00 - 30/06/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""14.38"","""","""""
"30/06/2024 10:00:00 - 30/06/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""13.19"","""","""""
"30/06/2024 11:00:00 - 30/06/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""14.27"","""","""""
"30/06/2024 12:00:00 - 30/06/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""14.25"","""","""""
"30/06/2024 13:00:00 - 30/06/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""5.76"","""","""""
"30/06/2024 14:00:00 - 30/06/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""3.99"","""","""""
"30/06/2024 15:00:00 - 30/06/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""15.24"","""","""""
"30/06/2024 16:00:00 - 30/06/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""15.04"","""","""""
"30/06/2024 17:00:00 - 30/06/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""29.86"","""","""""
"30/06/2024 18:00:00 - 30/06/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""32.33"","""","""""
"30/06/2024 19:00:00 - 30/06/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""32.68"","""","""""
"30/06/2024 20:00:00 - 30/06/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""32.39"","""","""""
"30/06/2024 21:00:00 - 30/06/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""32.36"","""","""""
"30/06/2024 22:00:00 - 30/06/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""32.25"","""","""""
"30/06/2024 23:00:00 - 01/07/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""30.93"","""","""""
"01/07/2024 00:00:00 - 01/07/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""30.23"","""","""""
"01/07/2024 01:00:00 - 01/07/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""29.56"","""","""""
"01/07/2024 02:00:00 - 01/07/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""28.85"","""","""""
"01/07/2024 03:00:00 - 01/07/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""28.62"","""","""""
"01/07/2024 04:00:00 - 01/07/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""28.85"","""","""""
"01/07/2024 05:00:00 - 01/07/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""30.50"","""","""""
"01/07/2024 06:00:00 - 01/07/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""32.43"","""","""""
"01/07/2024 07:00:00 - 01/07/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""34.03"","""","""""
"01/07/2024 08:00:00 - 01/07/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""35.00"","""","""""
"01/07/2024 09:00:00 - 01/07/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""35.40"","""","""""
"01/07/2024 10:00:00 - 01/07/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""34.90"","""","""""
"01/07/2024 11:00:00 - 01/07/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""34.17"","""","""""
"01/07/2024 12:00:00 - 01/07/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""33.44"","""","""""
"01/07/2024 13:00:00 - 01/07/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""33.17"","""","""""
"01/07/2024 14:00:00 - 01/07/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""32.41"","""","""""
"01/07/2024 15:00:00 - 01/07/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""32.55"","""","""""
"01/07/2024 16:00:00 - 01/07/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""32.68"","""","""""
"01/07/2024 17:00:00 - 01/07/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""33.10"","""","""""
"01/07/2024 18:00:00 - 01/07/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""34.04"","""","""""
"01/07/2024 19:00:00 - 01/07/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""33.91"","""","""""
"01/07/2024 20:00:00 - 01/07/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""33.46"","""","""""
"01/07/2024 21:00:00 - 01/07/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""32.66"","""","""""
"01/07/2024 22:00:00 - 01/07/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""31.67"","""","""""
"01/07/2024 23:00:00 - 02/07/2024 00:00:00,""BZN|NO3"",""Without Sequence"",""30.72"","""","""""
"02/07/2024 00:00:00 - 02/07/2024 01:00:00,""BZN|NO3"",""Without Sequence"",""27.70"","""","""""
"02/07/2024 01:00:00 - 02/07/2024 02:00:00,""BZN|NO3"",""Without Sequence"",""26.57"","""","""""
"02/07/2024 02:00:00 - 02/07/2024 03:00:00,""BZN|NO3"",""Without Sequence"",""25.56"","""","""""
"02/07/2024 03:00:00 - 02/07/2024 04:00:00,""BZN|NO3"",""Without Sequence"",""24.84"","""","""""
"02/07/2024 04:00:00 - 02/07/2024 05:00:00,""BZN|NO3"",""Without Sequence"",""25.48"","""","""""
"02/07/2024 05:00:00 - 02/07/2024 06:00:00,""BZN|NO3"",""Without Sequence"",""27.06"","""","""""
"02/07/2024 06:00:00 - 02/07/2024 07:00:00,""BZN|NO3"",""Without Sequence"",""27.71"","""","""""
"02/07/2024 07:00:00 - 02/07/2024 08:00:00,""BZN|NO3"",""Without Sequence"",""30.26"","""","""""
"02/07/2024 08:00:00 - 02/07/2024 09:00:00,""BZN|NO3"",""Without Sequence"",""30.39"","""","""""
"02/07/2024 09:00:00 - 02/07/2024 10:00:00,""BZN|NO3"",""Without Sequence"",""28.85"","""","""""
"02/07/2024 10:00:00 - 02/07/2024 11:00:00,""BZN|NO3"",""Without Sequence"",""28.62"","""","""""
"02/07/2024 11:00:00 - 02/07/2024 12:00:00,""BZN|NO3"",""Without Sequence"",""27.93"","""","""""
"02/07/2024 12:00:00 - 02/07/2024 13:00:00,""BZN|NO3"",""Without Sequence"",""29.03"","""","""""
"02/07/2024 13:00:00 - 02/07/2024 14:00:00,""BZN|NO3"",""Without Sequence"",""28.91"","""","""""
"02/07/2024 14:00:00 - 02/07/2024 15:00:00,""BZN|NO3"",""Without Sequence"",""28.56"","""","""""
"02/07/2024 15:00:00 - 02/07/2024 16:00:00,""BZN|NO3"",""Without Sequence"",""28.35"","""","""""
"02/07/2024 16:00:00 - 02/07/2024 17:00:00,""BZN|NO3"",""Without Sequence"",""26.05"","""","""""
"02/07/2024 17:00:00 - 02/07/2024 18:00:00,""BZN|NO3"",""Without Sequence"",""26.51"","""","""""
"02/07/2024 18:00:00 - 02/07/2024 19:00:00,""BZN|NO3"",""Without Sequence"",""27.17"","""","""""
"02/07/2024 19:00:00 - 02/07/2024 20:00:00,""BZN|NO3"",""Without Sequence"",""27.70"","""","""""
"02/07/2024 20:00:00 - 02/07/2024 21:00:00,""BZN|NO3"",""Without Sequence"",""27.69"","""","""""
"02/07/2024 21:00:00 - 02/07/2024 22:00:00,""BZN|NO3"",""Without Sequence"",""27.35"","""","""""
"02/07/2024 22:00:00 - 02/07/2024 23:00:00,""BZN|NO3"",""Without Sequence"",""28.77"","""","""""
